date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,wdsp,ind,hm,ind,ddhm,ind,hg,sun,dos,soil,pe,evap,smd_wd,smd_md,smd_pd
17-Apr-11,0,16,0,2.9,1,-2.1,3,0,1021.2,4.2,0,11,0,160,0,15,11.1,0,11.95,2.3,3.1,8.3,8.3,1.4
18-Apr-11,0,17.8,0,6.7,0,2.7,3,0,1013.8,7,0,15,0,150,0,20,10.1,0,12.35,2.9,4,11,11,4.3
19-Apr-11,0,19.7,0,3.9,1,-1.4,3,0,1011.5,3.5,0,10,0,50,0,16,9,0,12.675,2.4,3.3,13.2,13.2,6.7
20-Apr-11,0,16.6,0,9.5,0,6.7,0,0.3,1013,3.6,0,10,0,330,0,13,2.1,0,13.15,1.8,2.3,14.4,14.4,8.2
21-Apr-11,0,22.7,0,10,0,7.9,2,0,1008.2,5.4,0,12,0,160,0,15,11.8,0,14.275,3.4,4.6,17.4,17.4,11.6
22-Apr-11,0,17,0,9.4,0,8.2,2,0,1004.2,9.7,0,19,0,140,0,25,3.4,0,13.15,1.9,2.6,19,19,13.5
23-Apr-11,0,14.2,0,5.2,1,-0.8,2,0,1012.9,5.8,0,11,0,290,0,25,12.4,0,13.075,2.8,4,21.3,21.3,16.2
24-Apr-11,0,15,0,7.5,0,1.8,0,0.3,1020.8,5.9,0,11,0,280,0,15,3.1,0,12.9,1.9,2.6,22.5,22.5,17.6
25-Apr-11,0,14.1,0,7.7,0,5.7,0,0.3,1026.2,5.4,0,13,0,40,0,18,1,0,12.325,1.7,2.3,23.6,23.6,18.9
26-Apr-11,0,16.7,0,7.5,0,7,0,1.2,1025.6,4.2,0,10,0,320,0,17,5.2,0,13.575,2.8,3.9,24.6,24.6,20.3
27-Apr-11,0,19.3,0,8.7,0,3.9,3,0,1024.1,3.4,0,9,0,330,0,11,6.8,0,15.4,2.5,3.4,26.5,26.5,22.5
28-Apr-11,0,19.4,0,8.6,0,4.8,3,0,1019.6,3.8,0,7,0,120,0,11,11.3,0,15.9,3.1,4.2,28.9,28.9,25.2
29-Apr-11,0,20.1,0,6.3,0,0.1,3,0,1013.3,5.5,0,14,0,70,0,19,13.4,0,15.2,3.5,4.8,31.5,31.5,28.2
30-Apr-11,0,20.3,0,7.8,0,4.2,3,0,1008.7,8.8,0,16,0,40,0,26,12.3,0,14.975,3.5,4.8,34,34,31
01-May-11,0,18.1,0,8,0,4.8,0,0.3,1006.6,9.8,0,18,0,70,0,25,6.1,0,14.025,2.8,3.8,35.6,35.6,32.9
02-May-11,0,13.6,0,8.9,0,6.3,0,9.7,1008.1,7.4,0,15,0,140,0,24,0.1,0,12.2,2,2.6,27.2,27.2,24.7
03-May-11,0,12.5,0,9.1,0,7.1,0,0,1010.4,12.6,0,18,0,130,0,26,1.6,0,11.75,2.2,3.2,28.8,28.8,26.6
04-May-11,0,16,0,9.9,0,7.8,0,1.9,1009.8,12,0,18,0,130,0,26,3.8,0,12.65,2.7,4,28.9,28.9,26.9
05-May-11,0,17.8,0,11.1,0,9.6,0,5.8,1005.6,11.3,0,19,0,180,0,25,3.6,0,13.525,2.4,3.3,24.9,24.9,23.1
06-May-11,0,16.7,0,10.3,0,6.7,0,4.2,1003,11.5,0,20,0,160,0,28,5.3,0,13.35,2.3,3.6,22.5,22.5,20.9
07-May-11,0,17.7,0,10.8,0,8.2,0,4,998.4,11.8,0,20,0,130,0,29,2.3,0,13.45,1.9,2.7,19.9,19.9,18.6
08-May-11,0,16.1,0,9.6,0,7,0,4.8,997.4,17.1,0,28,0,160,0,37,9.1,0,13,2.6,4.4,17.3,17.3,16.2
09-May-11,0,15.6,0,11.1,0,9.3,0,4,1003.8,15.7,0,21,0,160,0,29,4.4,0,13.225,2.1,3.3,15.1,15.1,14.2
10-May-11,0,15.5,0,10.6,0,9.2,0,1.3,1013,13.3,0,20,0,210,0,29,6.2,0,13.4,2.7,4,16.1,16.1,15.4
11-May-11,0,14.4,0,9,0,6.5,0,4.9,1018.4,13.5,0,24,0,250,0,31,4.2,0,13.225,2.3,3.6,13.1,13.1,12.7
12-May-11,0,14,0,8.9,0,8.4,0,6.3,1018.8,13,0,21,0,280,0,31,4.8,0,12.95,2.2,3.4,8.8,8.8,8.5
13-May-11,0,13.2,0,8.2,0,6.9,0,4.7,1018,10.3,0,19,0,280,0,29,8.5,0,13.3,2.5,3.9,6.4,6.4,6.4
14-May-11,0,13.6,0,8.6,0,5.7,0,0.4,1023.3,11.6,0,23,0,300,0,32,6.3,0,12.925,2.4,3.8,8.3,8.3,8.4
15-May-11,0,14.4,0,8.8,0,6,0,0.1,1026.2,13.4,0,20,0,260,0,27,0.2,0,12.45,1.7,2.7,9.8,9.8,10.1
16-May-11,0,14.4,0,10.9,0,9.1,0,0.5,1022.1,14.8,0,22,0,250,0,29,0,0,12.95,1.8,2.9,11,11,11.4
17-May-11,0,16.2,0,11.7,0,11.2,0,1.6,1015.4,11.8,0,17,0,250,0,22,0.3,0,13.925,1.7,2.7,10.9,10.9,11.5
18-May-11,0,13.8,0,7.4,0,7.7,0,0.7,1013.6,13.7,0,22,0,280,0,30,7.1,0,13.825,1.9,3.3,11.9,11.9,12.6
19-May-11,0,13.4,0,6.7,0,2.5,0,0.2,1014.7,9.2,0,18,0,240,0,24,2.5,0,12.725,1.9,2.8,13.4,13.4,14.3
20-May-11,0,13.9,0,8.5,0,8.3,0,3.3,1013.3,11.5,0,21,0,250,0,31,9.7,0,13.225,2.8,4.5,12.6,12.6,13.7
21-May-11,0,14.3,0,8,0,6.1,0,15.3,1007.4,14.5,0,25,0,230,0,39,2,0,12.625,1.5,2.6,0,-1.3,-0.1
22-May-11,0,14.2,0,8.4,0,6.5,0,3.7,1007.4,16.7,0,26,0,220,0,40,8.9,0,12.575,2.7,4.7,0,-1,-1.1
23-May-11,0,13.3,0,7.9,0,8.8,0,6.9,1010.5,22,0,37,0,250,0,51,10.3,0,12.825,2.3,4.8,0,-4.6,-5.6
24-May-11,0,14.1,0,8.1,0,5.3,0,0.3,1022,11.5,0,19,0,260,0,26,11.1,0,12.95,3.2,4.9,2.9,2.9,-2.5
25-May-11,0,15.1,0,9.9,0,9.1,0,1.9,1011.6,17.2,0,28,0,170,0,37,1.5,0,13.025,1.9,2.9,2.8,2.8,-2.3
26-May-11,0,13.7,0,8.1,0,9.3,0,1.5,1012.2,18,0,27,0,300,0,42,6.7,0,12.725,2.7,4.6,3.9,3.9,-1.1
27-May-11,0,12.3,0,6.9,0,3.6,0,1.7,1016.6,12,0,21,0,240,0,28,1.8,0,11.875,1.5,2.6,3.7,3.7,-1.2
28-May-11,0,14.6,0,10,0,9.1,0,0.5,1008.2,12.9,0,19,0,260,0,26,4,0,13.125,2.4,3.8,5.5,5.5,0.8
29-May-11,0,14.4,0,9.5,0,10,0,0.7,1006,13.5,0,23,0,260,0,30,2.4,0,13.775,2.1,3.3,6.8,6.8,2.2
30-May-11,0,12.9,0,7.2,0,5,0,0.7,1010.9,10.2,0,19,0,280,0,26,11.5,0,13.55,3.4,5.4,9.2,9.2,4.8
31-May-11,0,14.9,0,7.6,0,4.5,0,1.4,1018.5,11.1,0,18,0,240,0,24,7.2,0,13.825,2.8,4.1,10.4,10.4,6.2
01-Jun-11,0,16.5,0,12.1,0,11,2,0,1026.8,11.9,0,18,0,230,0,24,2.3,0,14.45,2.2,3.3,12.4,12.4,8.4
02-Jun-11,0,19.6,0,11.7,0,11.9,0,0.1,1032.4,3.7,0,8,0,310,0,11,8.3,0,16.475,3.3,4.4,15.2,15.2,11.6
03-Jun-11,0,23.9,0,10.1,0,4.8,0,0,1031,5.6,0,15,0,310,0,21,15.1,0,17.875,4.5,6.1,19,19,15.9
04-Jun-11,0,19.5,0,9.8,0,8.9,0,0,1024.8,9,0,14,0,330,0,22,5.1,0,17.05,3.2,4.4,21.6,21.6,18.9
05-Jun-11,0,15.5,0,7.9,0,7.5,2,0,1015.4,9.6,0,20,0,300,0,29,7,0,14.95,2.2,3,23.4,23.4,21
06-Jun-11,0,13.7,0,5.6,1,-0.3,0,3.5,1004.9,7.9,0,15,0,240,0,20,0.8,0,13.675,1.5,2.1,21.1,21.1,18.8
07-Jun-11,0,14.1,0,8.2,0,6,0,13.8,996.9,12.9,0,23,0,280,0,32,3.8,0,13.525,2.2,3.6,9,9,6.9
08-Jun-11,0,13.7,0,7.6,0,7.4,0,1.2,1004.2,15.2,0,24,0,290,0,32,5.1,0,13.725,2.6,4.4,10.2,10.2,8.3
09-Jun-11,0,12.5,0,6,1,-0.3,0,1.4,1011.1,7.5,0,15,0,310,0,22,6.7,0,13.475,2.6,3.7,11.1,11.1,9.5
10-Jun-11,0,13.9,0,5.7,0,1.9,0,1.3,1012.8,6.5,0,13,0,270,0,19,12.7,0,14.025,3.1,4.5,12.6,12.6,11.3
11-Jun-11,0,15.1,0,5.8,0,2.1,0,0.8,1013,4.2,0,10,0,300,0,15,10.9,0,14.875,3.2,4.5,14.7,14.7,13.7
12-Jun-11,0,13.3,0,7.8,0,6.1,0,9.4,1003.9,8,0,15,0,70,0,20,0,0,13.6,1.2,1.7,6.3,6.3,5.5
13-Jun-11,0,16.3,0,8.5,0,9.4,2,0,1009,9.2,0,16,0,280,0,21,12.9,0,15.15,3.4,5.3,9.6,9.6,8.9
14-Jun-11,0,18.3,0,6.8,0,0.7,0,2.9,1010.7,10.4,0,21,0,160,0,28,6.6,0,14.35,2.7,4.2,9.2,9.2,8.7
15-Jun-11,0,16.6,0,10.3,0,11.6,0,0.1,1006.7,9.7,0,16,0,260,0,23,8.7,0,15.85,3,4.6,11.8,11.8,11.6
16-Jun-11,0,15.6,0,8.9,0,6.8,0,5.2,1003.2,10.3,0,20,0,240,0,29,10.5,0,14.5,3.1,4.8,9.4,9.4,9.5
17-Jun-11,0,16.1,0,9.6,0,9.5,0,15.1,996.8,10.4,0,19,0,250,0,28,5.7,0,15.025,2.1,3,0,-3.7,-3.5
18-Jun-11,0,15,0,10.7,0,9.2,0,3.8,1001.2,14.4,0,23,0,280,0,32,6.8,0,14.6,2.6,4.4,0,-1.2,-4.5
19-Jun-11,0,17.2,0,9.6,0,9.5,0,0.1,1009.1,5.8,0,14,0,250,0,18,4.8,0,15.15,2.8,3.8,2.7,2.7,-1.6
20-Jun-11,0,16.7,0,8,0,3.8,0,3.1,1006.1,6.5,0,14,0,150,0,19,1.5,0,14.525,1.9,2.6,1.4,1.4,-2.8
21-Jun-11,0,16.5,0,10.9,0,12,0,13.8,1000.8,5.9,0,15,0,240,0,23,5.1,0,15.65,2.6,3.7,0,-9.9,-10
22-Jun-11,0,16.8,0,10.9,0,7.1,0,1,1007.5,11.2,0,20,0,280,0,27,8.9,0,15.625,3.5,5.6,2.5,2.5,-7
23-Jun-11,0,15.3,0,9.6,0,8,0,2.9,1016.1,8.9,0,18,0,280,0,25,8.3,0,15.275,3,4.4,2.5,2.5,-6.5
24-Jun-11,0,15.4,0,9.1,0,6.6,0,21.8,1014.1,9.9,0,18,0,140,0,26,0,0,13.625,0.8,1.1,0,-10,-10
25-Jun-11,0,18.7,0,14.9,0,11.1,0,2.8,1012.9,11.9,0,17,0,230,0,22,0.3,0,15.675,1.6,2.4,0,-1.2,-10
26-Jun-11,0,21.5,0,11.6,0,13.3,0,0,1013.7,10,0,19,0,160,0,25,2.3,0,16.7,2.7,3.7,2.7,2.7,-6.8
27-Jun-11,0,15.8,0,8.5,0,8,2,0,1015.3,6.4,0,14,0,290,0,19,4.1,0,15.6,2.8,3.9,5.4,5.4,-3.7
28-Jun-11,0,16.4,0,6.8,0,1.6,0,6.5,1018.5,6.9,0,18,0,220,0,24,11.5,0,15.15,3.1,4.5,1.8,1.8,-6.9
29-Jun-11,0,15.7,0,9.9,0,6.6,0,1.9,1022.8,9.3,0,19,0,290,0,26,7.5,0,15.525,2.9,4.3,2.8,2.8,-5.6
30-Jun-11,0,17.2,0,10.9,0,9.2,2,0,1026.4,7.3,0,13,0,300,0,20,7.5,0,16.125,3.3,4.6,6,6,-2
01-Jul-11,0,18.1,0,11,0,7.8,3,0,1024.2,3.5,0,7,0,270,0,10,2.3,0,17.175,2.5,3.3,8.4,8.4,0.7
02-Jul-11,0,20.2,0,9.6,0,6.4,3,0,1018,6.2,0,11,0,150,0,19,7.1,0,17.2,3.3,4.5,11.5,11.5,4
03-Jul-11,0,20.4,0,10.6,0,7.6,0,0,1014.5,4.2,0,13,0,290,0,18,10.7,0,18.175,3.5,4.8,14.6,14.6,7.5
04-Jul-11,0,20,0,12.6,0,11.9,0,0.4,1008,10.3,0,20,0,160,0,26,1,0,17.525,2.6,3.5,16.5,16.5,9.7
05-Jul-11,0,18,0,10.9,0,13,0,0.9,1001.5,11.2,0,24,0,240,0,31,7.3,0,17.475,2.7,4.3,17.9,17.9,11.5
06-Jul-11,0,14.6,0,9.6,0,8.1,0,9.6,995.8,9,0,15,0,100,0,23,0.7,0,14.475,1.6,2.4,9.6,9.6,3.5
07-Jul-11,0,14.9,0,11.5,0,9.8,0,10,992.1,11,0,18,0,210,0,24,0,0,14.75,1.7,2.6,1.2,1.2,-4.8
08-Jul-11,0,18.3,0,11.5,0,10.1,0,0.1,997.5,9.9,0,17,0,290,0,24,6,0,16.125,2.9,4.3,3.9,3.9,-1.8
09-Jul-11,0,19.2,0,11.3,0,6.2,2,0,1009.5,6.2,0,14,0,300,0,18,10.2,0,17.275,3.8,5.4,7.6,7.6,2.1
10-Jul-11,0,18.3,0,11.6,0,7.1,2,0,1017.2,5.8,0,12,0,230,0,17,4.9,0,17.075,3.1,4.4,10.5,10.5,5.2
11-Jul-11,0,19,0,9.6,0,4.3,3,0,1019.6,3.5,0,8,0,350,0,12,1.1,0,16.9,2.1,2.7,12.4,12.4,7.3
12-Jul-11,0,20.8,0,11.8,0,11.2,3,0,1019,3.3,0,6,0,330,0,12,0.9,0,18,2.3,3,14.4,14.4,9.6
13-Jul-11,0,21.7,0,10.3,0,5.3,2,0,1019.5,4.7,0,11,0,280,0,13,10.7,0,18.775,3.6,4.9,17.6,17.6,13.2
14-Jul-11,0,18.6,0,11.9,0,6.8,2,0,1018.5,4.9,0,12,0,260,0,15,4.7,0,18.775,2.5,3.3,19.7,19.7,15.6
15-Jul-11,0,18.4,0,13.1,0,12.7,0,0.2,1009.4,8.3,0,16,0,240,0,23,0.1,0,17.425,2,2.7,21.1,21.1,17.3
16-Jul-11,0,16.4,0,11.6,0,11.1,0,4.9,998.1,16.8,0,25,0,290,0,35,3.3,0,16.375,2.1,3.8,17.9,17.9,14.3
17-Jul-11,0,14.8,0,12.1,0,11.9,2,0,997.1,19,0,25,0,300,0,38,0.6,0,14.725,1.8,2.9,19.4,19.4,16
18-Jul-11,0,16,0,11.4,0,11.3,0,0.1,1000.9,14.5,0,21,0,300,0,29,0.9,0,14.475,2,3.1,20.9,20.9,17.8
19-Jul-11,0,16.7,0,11.4,0,11.6,0,0.4,1006.2,10.2,0,18,0,310,0,24,4.7,0,15.675,2.7,4,22.8,22.8,20
20-Jul-11,0,17.4,0,9.2,0,9.9,0,0.5,1010.3,6.5,0,14,0,350,0,19,5,0,15.9,2.9,4,24.5,24.5,22
21-Jul-11,0,15.6,0,9.1,0,6,2,0,1017,6.4,0,11,0,340,0,16,0,0,15.125,1.5,2,25.7,25.7,23.4
22-Jul-11,0,18.2,0,7.3,0,3,3,0,1018.7,6.3,0,12,0,300,0,17,8.5,0,16.1,3,4.3,28,28,26
23-Jul-11,0,18.1,0,11.2,0,7.7,0,0.1,1015.5,3.4,0,10,0,260,0,12,0.1,0,17.125,1.6,2.1,29.2,29.2,27.3
24-Jul-11,0,20.3,0,13.4,0,13.3,2,0,1011.6,5.4,0,12,0,260,0,15,1.5,0,18.4,1.9,2.6,30.6,30.6,28.9
25-Jul-11,0,18.8,0,13.9,0,14.8,0,0.9,1011.4,7.8,0,15,0,270,0,19,0.9,0,18.25,2,2.8,31.1,31.1,29.6
26-Jul-11,0,19.8,0,12.1,0,10.6,2,0,1016.3,4.8,0,10,0,240,0,13,8.4,0,19,3.7,5.1,33.8,33.8,32.6
27-Jul-11,0,17.5,0,11.8,0,7.9,0,2.5,1020.3,3.5,0,10,0,260,0,14,0,0,17.425,1.5,2,32.3,32.3,31.2
28-Jul-11,0,17.7,0,12.8,0,12.1,0,0.4,1024.2,8.8,0,14,0,10,0,25,1.5,0,16.9,1.9,2.7,33.3,33.3,32.3
29-Jul-11,0,16.9,0,12.2,0,11.6,2,0,1023,4.4,0,11,0,10,0,16,0.7,0,16.325,1.7,2.3,34.5,34.5,33.7
30-Jul-11,0,19.5,0,11.5,0,6.1,0,0.6,1014.8,7.5,0,16,0,170,0,22,0.4,0,16.525,2.2,3.1,35.4,35.4,34.8
31-Jul-11,0,18.2,0,14.1,0,14.7,0,0.1,1008.6,7.4,0,14,0,240,0,17,0.4,0,17.4,1.7,2.4,36.5,36.5,36
01-Aug-11,0,18.7,0,12.1,0,12.4,2,0,1009.5,4.1,0,11,0,300,0,15,1.8,0,17.975,2.5,3.3,38.1,38.1,37.8
02-Aug-11,0,17.8,0,10.4,0,6,0,0,1011.8,4,0,9,0,210,0,13,3,0,17.95,2.5,3.3,39.7,39.7,39.6
03-Aug-11,0,20.2,0,11.6,0,6.9,2,0,1008.7,8.2,0,17,0,130,0,25,0.3,0,17.025,2.1,2.8,41.1,41.1,41.1
04-Aug-11,0,17.7,0,11.1,0,14.4,0,0.6,1007.8,10.2,0,20,0,290,0,27,0.3,0,17.175,1,1.4,43.8,43.8,44.3
05-Aug-11,0,16.3,0,10.9,0,5.2,0,1.9,1009.1,4.8,0,13,0,240,0,17,0.3,0,16.025,1.1,1.4,42.6,42.6,43.1
06-Aug-11,0,16,0,11.4,0,10.6,0,6.3,1002.6,6.2,0,14,0,260,0,23,3.2,0,16.15,2,2.8,34.9,34.9,35.1
07-Aug-11,0,17.6,0,10.6,0,7.9,0,0.7,1000.1,6.4,0,14,0,330,0,21,7,0,16.4,2.6,3.7,36,36,36.4
08-Aug-11,0,18.9,0,11.8,0,9,2,0,1012.5,11.2,0,19,0,290,0,26,9.5,0,16.925,2.9,4.3,37.9,37.9,38.5
09-Aug-11,0,17.6,0,9.6,0,3.5,0,0.3,1023.5,6,0,11,0,250,0,15,3,0,16.675,2.1,2.8,38.9,38.9,39.7
10-Aug-11,0,18.9,0,13.4,0,11.9,0,13.6,1014.4,12.8,0,21,0,230,0,28,0.1,0,16.475,1.5,2.2,26.3,26.3,27.1
11-Aug-11,0,19,0,14.8,0,14.8,0,1.1,1007.1,10.8,0,20,0,240,0,27,0.8,0,17.475,1.8,2.7,26.6,26.6,27.5
12-Aug-11,0,18.9,0,14.3,0,13.6,0,2.1,1004.5,9,0,17,0,250,0,23,1.3,0,16.95,1.8,2.5,25.8,25.8,26.9
13-Aug-11,0,16.5,0,13.3,0,11.9,0,1.3,1001.3,11.4,0,17,0,240,0,24,0.8,0,16.225,1.7,2.5,25.8,25.8,27
14-Aug-11,0,17.2,0,12.1,0,11.4,0,1.6,1006.7,10.1,0,19,0,260,0,25,8.7,0,16.475,2.7,4,26.3,26.3,27.7
15-Aug-11,0,16.1,0,11.5,0,8.1,0,7.7,1008.7,7.7,0,14,0,210,0,20,0,0,15.625,1.2,1.7,19.5,19.5,20.9
16-Aug-11,0,17.7,0,9.1,0,8.1,0,0.7,1011.2,10.3,0,18,0,230,0,25,11,0,16.8,2.2,3.4,20.6,20.6,22.2
17-Aug-11,0,17.6,0,6.3,0,2.6,0,0.1,1016.5,3.9,0,10,0,260,0,13,5.5,0,15.6,2,2.7,22.1,22.1,23.8
18-Aug-11,0,18.1,0,9.3,0,9.7,2,0,1015.7,4.8,0,11,0,320,0,14,5.4,0,15.75,2.2,3,23.9,23.9,25.7
19-Aug-11,0,17,0,9.1,0,2.8,0,1.9,1012.4,10.5,0,22,0,190,0,29,0.9,0,14.325,1.5,2.2,23.1,23.1,25
20-Aug-11,0,19.4,0,9.9,0,7.5,2,0,1010,6.6,0,11,0,260,0,14,11.6,0,15.7,2.8,3.8,25.3,25.3,27.4
21-Aug-11,0,18.5,0,12.3,0,10.5,0,0.2,1012.5,7.6,0,14,0,290,0,20,6.3,0,16.575,2.2,3,26.8,26.8,29
22-Aug-11,0,18.1,0,11.9,0,8.1,0,0,1016.9,2.8,0,7,0,330,0,10,2.3,0,16.825,1.8,2.3,28.1,28.1,30.4
23-Aug-11,0,19,0,11.4,0,9,0,2,1011.3,5.8,0,13,0,210,0,17,5.7,0,16.925,2.5,3.4,28,28,30.4
24-Aug-11,0,16.8,0,9.7,0,4.3,0,3.6,1004.6,8.5,0,19,0,220,0,27,10.5,0,15.675,2.5,3.7,26.3,26.3,28.8
25-Aug-11,0,17.2,0,8.6,0,9.1,0,6,1000.5,8.4,0,16,0,160,0,21,4.4,0,14.575,1.8,2.6,21.7,21.7,24.3
26-Aug-11,0,17.6,0,6.9,0,2,0,1.4,1007.3,7.7,0,18,0,310,0,25,6.5,0,14.275,1.8,2.6,21.7,21.7,24.5
27-Aug-11,0,16.6,0,11.3,0,9.2,0,0.6,1014.1,10.8,0,19,0,280,0,25,5.2,0,14.95,2.1,3.1,22.8,22.8,25.7
28-Aug-11,0,17,0,7.7,0,8,0,0.4,1017.7,7.4,0,15,0,290,0,23,6.3,0,14.875,2,2.8,24,24,26.9
29-Aug-11,0,15.4,0,5.9,0,0.2,2,0,1019.7,4.5,0,11,0,320,0,15,4.3,0,13.65,1.9,2.7,25.5,25.5,28.5
30-Aug-11,0,15.5,0,11.3,0,9.8,0,0,1016.7,3.5,0,9,0,60,0,13,0.6,0,14.65,1.6,2.1,26.7,26.7,29.8
31-Aug-11,0,17.8,0,10.8,0,10.1,3,0,1012.9,4.6,0,9,0,100,0,13,0.9,0,15.225,1.9,2.5,28.1,28.1,31.3
01-Sep-11,0,19.1,0,10,0,7.2,0,0.7,1008.2,8.1,0,17,0,170,0,23,0.2,0,14.375,1.7,2.2,28.6,28.6,31.9
02-Sep-11,0,18.1,0,13.5,0,12.6,0,11,1002.8,8.1,0,13,0,230,0,17,0.9,0,15.9,1.8,2.5,19,19,22.3
03-Sep-11,0,17,0,10.5,0,11.6,0,0.7,1001,9,0,14,0,250,0,19,4.2,0,15.65,1.6,2.4,19.6,19.6,23
04-Sep-11,0,15.7,0,9.8,0,8.5,0,4.3,999,12.7,0,24,0,190,0,34,4.6,0,13.825,1.9,2.8,16.9,16.9,20.4
05-Sep-11,0,15.8,0,10.5,0,8.3,0,5.1,1001.5,13.6,0,23,0,230,0,32,0.4,0,13.775,1.1,1.7,12.7,12.7,16.3
06-Sep-11,0,15.6,0,11.5,0,10.9,0,7.4,1001.7,19.3,0,27,0,250,0,39,2.5,0,14.3,1.1,2,6.3,6.3,9.9
07-Sep-11,0,14.2,0,11.7,0,10.4,0,11.4,1007,13.1,0,19,0,260,0,29,0.1,0,13.525,1,1.3,0,-4.1,-0.4
08-Sep-11,0,18,0,12.7,0,11.5,0,3.7,1003.2,8.8,0,18,0,240,0,24,1.1,0,15.1,1.4,2.1,0,-2.3,-2.8
09-Sep-11,0,21.4,0,14.8,0,12.9,0,0.2,996.5,11,0,24,0,150,0,32,2.7,0,16.5,1.9,2.6,1.7,1.7,-0.9
10-Sep-11,0,18.7,0,12.4,0,14.5,0,1.8,988.8,16.8,0,27,0,190,0,37,4.2,0,15.875,1.9,2.8,1.7,1.7,-0.8
11-Sep-11,0,17.6,0,12.3,0,10.7,0,5.1,990,16.6,0,27,0,230,0,36,0.3,0,14.125,1.4,2.1,0,-2,-4.5
12-Sep-11,0,17.7,0,12.8,0,12.3,0,0.1,994.8,25.3,0,36,0,240,0,55,3.6,0,14.5,1.7,2.9,1.6,1.6,-2.6
13-Sep-11,0,15.2,0,10.3,0,8.7,0,3.7,1009.2,15.6,0,27,0,260,0,40,6.7,0,13.275,2.1,3.2,0,0,-4.1
14-Sep-11,0,14.8,0,9.8,0,6.8,0,0.1,1015.8,6.2,0,15,0,260,0,20,1.9,0,13.175,1.3,1.7,1.2,1.2,-2.8
15-Sep-11,0,16.2,0,10,0,5,0,0.2,1013.2,9,0,16,0,160,0,21,3.6,0,13.1,1.5,2.1,2.4,2.4,-1.3
16-Sep-11,0,16.3,0,11.6,0,11.3,0,8,1005.3,13.1,0,25,0,240,0,34,4.4,0,14.1,1.4,2.2,0,-4.2,-7.9
17-Sep-11,0,14.6,0,10.1,0,8.4,0,6.3,1002.8,13.5,0,22,0,280,0,30,5.1,0,13.35,1.4,2.2,0,-4.9,-10
18-Sep-11,0,16.2,0,11.4,0,9.8,0,2,1007.9,13,0,18,0,300,0,29,4.2,0,13.675,1.6,2.2,0,-0.4,-9.9
19-Sep-11,0,16.4,0,11.1,0,10.8,0,3.8,1008.2,10.5,0,19,0,240,0,24,0,0,14.125,0.9,1.4,0,-2.9,-10
20-Sep-11,0,14.5,0,10.1,0,6.7,0,0.9,1011.6,10,0,18,0,240,0,23,1.4,0,13,1.4,1.9,0.5,0.5,-9
21-Sep-11,0,15.1,0,11.6,0,7.8,0,2.3,1011.2,15.5,0,29,0,240,0,37,1.7,0,12.775,1.6,2.3,0,-0.2,-9.3
22-Sep-11,0,16.6,0,11.8,0,8.9,0,0.1,1014.8,10.1,0,17,0,240,0,22,3,0,13.7,1.5,2,1.4,1.4,-7.4
23-Sep-11,0,16.8,0,12,0,11.7,2,0,1008.2,11.8,0,21,0,180,0,27,0.1,0,13.875,1.5,2,2.8,2.8,-5.6
24-Sep-11,0,17.8,0,10.6,0,6.9,0,0.1,1005.2,8.3,0,14,0,150,0,18,6.5,0,13.45,1.8,2.5,4.5,4.5,-3.6
25-Sep-11,0,16.7,0,10.2,0,11.5,0,3.5,1005.4,12.2,0,21,0,230,0,28,0.6,0,13.7,1.3,1.7,2.2,2.2,-5.6
26-Sep-11,0,16.5,0,7.8,0,3.7,0,0.2,1013.4,8.7,0,15,0,180,0,20,0.2,0,12.35,1.2,1.6,3.2,3.2,-4.4
27-Sep-11,0,20.4,0,14.2,0,11.2,0,0,1018.1,13.7,0,22,0,170,0,27,4.4,0,14.875,1.9,2.5,5,5,-2.3
28-Sep-11,0,19.2,0,15.3,0,14.9,0,0.1,1013.5,15.2,0,22,0,170,0,30,3.5,0,15.55,1.6,2.2,6.4,6.4,-0.7
29-Sep-11,0,19,0,13.1,0,10.9,3,0,1013,9.8,0,20,0,160,0,27,1.4,0,15.225,1.2,1.6,7.5,7.5,0.5
30-Sep-11,0,17,0,10.5,0,14,0,11.9,1013.8,7.6,0,16,0,140,0,26,0,0,15.025,0.6,0.9,0,-3.8,-10
01-Oct-11,0,14,0,10.5,0,8.6,0,11.7,1019.9,4.9,0,11,0,20,0,18,0,0,13.525,0.5,0.7,0,-10,-10
02-Oct-11,0,15.6,0,13,0,11.9,0,1.2,1017.6,3.7,0,9,0,240,0,11,0,0,14.55,0.6,0.8,0,-0.6,-10
03-Oct-11,0,17.6,0,10.8,0,10.4,2,0,1013.2,9.4,0,22,0,250,0,31,2.4,0,14.2,1.2,1.7,1.2,1.2,-8.3
04-Oct-11,0,16,0,11.3,0,7.7,0,0.3,1013.9,10,0,18,0,220,0,24,0.2,0,13.225,1.1,1.5,2,2,-7.1
05-Oct-11,0,17.9,0,9.7,0,13.4,0,3.8,1008.3,17.3,0,28,0,230,0,38,0.6,0,14.2,1.3,1.9,0,-0.5,-9.2
06-Oct-11,0,13.1,0,7.8,0,5.4,0,6.6,1013.9,17.6,0,31,0,280,0,44,6.8,0,11.425,1.6,2.4,0,-5,-10
07-Oct-11,0,14.4,0,10.2,0,7.4,2,0,1022.9,11.2,0,20,0,280,0,31,7.6,0,11.725,1.7,2.2,1.7,1.7,-7.8
