date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,wdsp,ind,hm,ind,ddhm,ind,hg,sun,dos,soil,pe,evap,smd_wd,smd_md,smd_pd
01-May-05,0,17,0,10.4,0,10.5,0,0.9,998.7,12.6,0,21,0,180,0,29,5.6,0,13.8,2.5,3.7,1.6,1.6,-7.8
02-May-05,0,17.5,0,9.1,0,6.8,0,4.5,1000.5,7,0,17,0,170,0,21,3.3,0,13.55,2.6,3.6,0,-0.4,-9.4
03-May-05,0,12.5,0,9.2,0,5.3,0,0.1,1011.4,9.2,0,19,0,310,0,27,0,0,12.55,1.7,2.3,1.6,1.6,-7.3
04-May-05,0,15,0,6.8,0,5,0,0,1024,9.3,0,15,0,0,0,26,8.2,0,12.2,3,4.4,4.5,4.5,-3.9
05-May-05,0,15.6,0,9.6,0,6.3,0,0.5,1024.2,13.3,0,23,0,270,0,31,3.9,0,13.1,2.6,3.9,6.5,6.5,-1.6
06-May-05,0,13.5,0,9.6,0,9.3,0,0.2,1018.7,12.4,0,20,0,270,0,28,0.1,0,12.725,1.5,2.2,7.7,7.7,-0.3
07-May-05,0,14.2,0,7.2,0,5.4,0,1.2,1017.2,10.2,0,19,0,290,0,26,11.5,0,12.95,3.3,5,9.6,9.6,1.8
08-May-05,0,13.7,0,4.6,0,4.6,0,1,1017.9,8.4,0,18,0,300,0,28,10.6,0,12.5,2.8,4.2,11.1,11.1,3.6
09-May-05,0,13.5,0,2.3,1,-0.8,3,0,1020.2,8.2,0,15,0,350,0,25,13.5,0,11.825,3.1,4.6,13.9,13.9,6.7
10-May-05,0,14.5,0,0.2,1,-2.1,3,0,1022.9,5.2,0,11,0,40,0,18,11.3,0,12.325,3.1,4.4,16.6,16.6,9.8
11-May-05,0,14.2,0,3.1,1,-0.1,2,0,1022.7,4.2,0,12,0,170,0,16,6,0,12.475,2.6,3.6,18.8,18.8,12.4
12-May-05,0,15,0,5.8,0,3.3,3,0,1018.9,5.8,0,13,0,110,0,20,9,0,12.75,3.2,4.5,21.5,21.5,15.5
13-May-05,0,13.8,0,6.6,0,3.9,0,0,1017.9,13.1,0,20,0,60,0,30,0.8,0,12.325,2.7,3.8,23.6,23.6,18
14-May-05,0,16.6,0,7,0,5.6,0,0,1017,13,0,22,0,70,0,30,13.3,0,13.125,4.3,6.4,27,27,22
15-May-05,0,18.6,0,5.5,0,3.3,3,0,1016.2,7.8,0,14,0,40,0,20,11.5,0,14,4.2,5.9,30.2,30.2,25.7
16-May-05,0,15.8,0,6.2,0,4.7,2,0,1019.3,7.8,0,16,0,20,0,21,2,0,13.6,2.5,3.4,32,32,27.8
17-May-05,0,14,0,1.1,1,-2,2,0,1019.2,5.2,0,13,0,20,0,18,13.5,0,13.05,3.5,5,34.4,34.4,30.6
18-May-05,0,12.9,0,6.7,0,4.3,0,6.2,1009.3,8,0,18,0,150,0,26,0,0,13,1.4,2,29.2,29.2,25.5
19-May-05,0,16.1,0,11,0,10.3,2,0,999.6,12.6,0,20,0,160,0,29,1.7,0,13.7,2.6,3.9,31.1,31.1,27.7
20-May-05,0,14.8,0,7.4,0,9.2,0,1.8,998.6,12.5,0,21,0,250,0,29,9.1,0,14.3,2.9,4.8,31.4,31.4,28.3
21-May-05,0,14.2,0,6.4,0,5,0,8.3,1000.1,5.7,0,15,0,230,0,20,7.2,0,13.175,2.6,3.7,24.9,24.9,22.1
22-May-05,0,13.1,0,5.7,0,1.8,0,2.7,1000.3,9,0,18,0,280,0,25,7,0,12.675,2.6,4,24.2,24.2,21.7
23-May-05,0,12.4,0,7.1,0,5.5,0,11.5,1003.7,16.5,0,30,0,240,0,40,4.6,0,12.05,2.4,4,14.6,14.6,12.3
24-May-05,0,16.6,0,9,0,8.2,0,4.4,1004.4,8.5,0,14,0,100,0,21,3.3,0,13.85,2.6,3.8,12.4,12.4,10.4
25-May-05,0,15.9,0,10.6,0,10,0,8.7,1007.2,11.8,0,18,0,170,0,24,0.1,0,14.05,1.5,2.3,5.1,5.1,3.3
26-May-05,0,16.5,0,8.4,0,4.8,0,0.3,1010.5,8.3,0,17,0,240,0,23,7.9,0,14.375,3.1,4.7,7.8,7.8,6.1
27-May-05,0,12.6,0,9.7,0,9.5,0,26.4,1003.9,7.8,0,14,0,40,0,19,0,0,13.475,0.9,1.4,0,-10,-10
28-May-05,0,14.2,0,8,0,10.2,0,7.6,1004.4,15.9,0,26,0,220,0,37,8.9,0,13.825,2.2,4,0,-5.4,-10
29-May-05,0,16.1,0,7.1,0,4,0,3.6,1017.3,3.8,0,9,0,140,0,12,7,0,14.325,3,4,0,-0.6,-10
30-May-05,0,16.2,0,7.7,0,4.3,0,0.1,1020.5,3.3,0,10,0,240,0,14,8.3,0,15.675,3,4,2.9,2.9,-6.6
31-May-05,0,17.2,0,10.1,0,8.4,2,0,1019.7,7.2,0,15,0,160,0,20,1.1,0,15.9,2.3,3.2,5.1,5.1,-4
01-Jun-05,0,15.6,0,13.5,0,12.8,0,3.7,1013.1,8.7,0,16,0,240,0,21,0,0,15.225,1.4,2,2.8,2.8,-6.1
02-Jun-05,0,15.8,0,12.3,0,12,0,3,1005.8,10,0,19,0,180,0,26,0,0,15.025,1.8,2.6,1.5,1.5,-7
03-Jun-05,0,16.8,0,10.8,0,9.4,0,4.7,1002.8,12,0,20,0,250,0,27,4.8,0,15.1,2.8,4.2,0,-0.5,-8.6
04-Jun-05,0,15.2,0,10.6,0,10.3,0,5.3,1009.8,14.7,0,23,0,250,0,31,1.7,0,14.65,1.8,3,0,-3.5,-10
05-Jun-05,0,15.8,0,10.3,0,9.3,0,15.9,1012.8,4.9,0,10,0,110,0,13,0,0,15.15,1.7,2.3,0,-10,-10
06-Jun-05,0,19.1,0,12.2,0,12.4,0,2.4,1021.3,6.2,0,11,0,40,0,14,1.2,0,16.775,2.3,3.1,0,-0.1,-9.6
07-Jun-05,0,18.9,0,10.9,0,9.8,3,0,1030.4,10.8,0,19,0,160,0,25,6.2,0,16.7,3.5,5.2,3.5,3.5,-5.7
08-Jun-05,0,21.4,0,11.6,0,11.4,2,0,1032.6,6.4,0,10,0,140,0,14,9.2,0,18.3,5.4,7.7,8.7,8.7,0
09-Jun-05,0,21.4,0,9.3,0,6.1,3,0,1030.8,3,0,8,0,40,0,11,4.4,0,18.8,3.3,4.3,11.7,11.7,3.3
10-Jun-05,0,19.8,0,10.8,0,11.8,3,0,1024.6,6.3,0,11,0,340,0,19,9.3,0,19.525,3.5,4.9,14.9,14.9,6.8
11-Jun-05,0,19,0,7.4,0,7.6,3,0,1017.7,6,0,10,0,340,0,21,14.9,0,18.8,4,5.7,18.4,18.4,10.9
12-Jun-05,0,15.3,0,6.8,0,8.3,2,0,1012.9,7.4,0,13,0,330,0,19,3.9,0,16.125,2.6,3.7,20.5,20.5,13.4
13-Jun-05,0,15.7,0,3.9,0,2.8,3,0,1009.5,7.7,0,15,0,290,0,21,8,0,15.025,3.2,4.7,23.1,23.1,16.5
14-Jun-05,0,15.3,0,10.9,0,9.3,0,1.5,1003.7,9.2,0,16,0,250,0,22,0.3,0,15.225,2.5,3.4,23.6,23.6,17.4
15-Jun-05,0,16.7,0,12,0,11.6,0,3.1,1003,8.4,0,17,0,270,0,23,5.1,0,16.3,2.8,4,22.7,22.7,16.8
16-Jun-05,0,20.1,0,12.3,0,10.4,0,6.2,1010.3,12.3,0,21,0,250,0,26,6.2,0,17.625,2.8,4.3,18.7,18.7,13.2
17-Jun-05,0,22.4,0,17.3,0,16.5,2,0,1019.7,7.8,0,14,0,220,0,23,1.6,0,19.15,2.4,3.1,20.7,20.7,15.6
18-Jun-05,0,22.1,0,16.4,0,16.2,2,0,1018.1,9,0,16,0,150,0,22,0.4,0,18.7,2.5,3.3,22.7,22.7,17.9
19-Jun-05,0,19.3,0,12,0,13.6,0,0,1014.7,8.5,0,15,0,270,0,20,11.7,0,19.775,4,5.9,25.9,25.9,21.6
20-Jun-05,0,18.4,0,11.7,0,8,0,0.5,1014.5,9.2,0,16,0,240,0,22,2,0,17.775,2.7,3.7,27.4,27.4,23.4
21-Jun-05,0,18.2,0,13.6,0,12.2,2,0,1015.5,9,0,16,0,240,0,22,0.4,0,17.275,2.1,2.8,29,29,25.2
22-Jun-05,0,22.6,0,13.4,0,11.4,0,0,1016,11.8,0,21,0,200,0,27,14.1,0,18.975,4.8,6.9,32.5,32.5,29.3
23-Jun-05,0,18.1,0,13.4,0,12.4,0,1.5,1015,6.7,0,13,0,160,0,16,0,0,17.9,2.1,2.8,32.5,32.5,29.5
24-Jun-05,0,18.3,0,12.1,0,11.2,0,0.6,1016.8,4.5,0,11,0,300,0,15,1.1,0,17.6,2.5,3.4,33.6,33.6,30.9
25-Jun-05,0,18.5,0,11.3,0,10.3,3,0,1022.1,7.4,0,13,0,340,0,20,3.8,0,17.2,2.9,4,35.7,35.7,33.2
26-Jun-05,0,21.3,0,10.5,0,9.6,0,0,1025.5,4.7,0,11,0,310,0,17,5.5,0,18.575,3.2,4.3,37.9,37.9,35.7
27-Jun-05,0,22.6,0,8.7,0,5.8,3,0,1021.8,4.1,0,10,0,350,0,14,15.3,0,20.025,4.5,6.1,40.8,40.8,39.1
28-Jun-05,0,23.1,0,11.6,0,7.6,0,0.9,1012.3,4.7,0,10,0,20,0,17,8,0,19.825,3.5,4.7,42.1,42.1,40.6
29-Jun-05,0,17.9,0,13.6,0,14.1,0,6,1004.1,4,0,12,0,270,0,17,0.1,0,18.475,1.8,2.4,37.2,37.2,35.9
30-Jun-05,0,18.8,0,12.6,0,10.9,0,1.3,1002.9,10.3,0,18,0,250,0,24,5.8,0,17.975,3.4,5.1,38.2,38.2,37.1
01-Jul-05,0,18.1,0,11.6,0,9.9,0,6,1007.9,9.4,0,16,0,250,0,21,0.4,0,16.825,2,3,33.5,33.5,32.6
02-Jul-05,0,21,0,12.8,0,13.6,0,1.1,1007.8,15.4,0,28,0,200,0,37,3.7,0,17.375,3.2,4.6,34.6,34.6,33.9
03-Jul-05,0,16.1,0,9.5,0,10,0,6.4,1009.3,10.6,0,21,0,240,0,30,5.9,0,15.85,2.9,4.4,30.2,30.2,29.8
04-Jul-05,0,17.6,0,8.5,0,4.6,0,0.4,1009.2,8.2,0,19,0,270,0,24,10.3,0,16.525,3.4,5,32.3,32.3,32.1
05-Jul-05,0,16.9,0,12.5,0,12,0,3.6,1006.2,13.5,0,25,0,280,0,34,5.4,0,17.2,2.5,4.2,30.5,30.5,30.5
06-Jul-05,0,14.9,0,11.7,0,10.4,0,0.4,1014.5,12.2,0,19,0,300,0,27,0.1,0,15.25,1.9,2.8,31.4,31.4,31.6
07-Jul-05,0,17.2,0,12.9,0,12.4,0,0.6,1019.3,9.2,0,17,0,280,0,22,0.1,0,16.125,2,2.8,32.2,32.2,32.5
08-Jul-05,0,18.8,0,14,0,13.8,0,1.5,1022,7.3,0,11,0,270,0,15,0,0,17.575,1.8,2.5,32,32,32.4
09-Jul-05,0,21.8,0,13.8,0,13.8,2,0,1025.6,5,0,9,0,230,0,11,4.7,0,19.725,2.5,3.4,33.8,33.8,34.4
10-Jul-05,0,26.9,0,11.2,0,8.4,3,0,1028.8,2.9,0,9,0,230,0,11,12.2,0,21.725,4.7,6.1,37,37,37.9
11-Jul-05,0,28,0,14.6,0,11.8,3,0,1030.8,3.8,0,11,0,310,0,16,14.4,0,23.65,4.8,6.2,40.2,40.2,41.3
12-Jul-05,0,27.1,0,15.6,0,14.4,3,0,1029.2,5.7,0,11,0,330,0,16,13.8,0,24.075,5.1,6.8,43.4,43.4,44.8
13-Jul-05,0,26,0,13,0,12.5,0,1,1024.3,4,0,13,0,210,0,17,7.6,0,23.125,4.2,5.5,44.9,44.9,46.5
14-Jul-05,0,18.2,0,14.9,0,16.1,0,0.1,1017.4,8,0,14,0,270,0,19,0.5,0,20.65,1.8,2.4,45.9,45.9,47.5
15-Jul-05,0,18.8,0,12.2,0,11.4,0,0.2,1015.5,8.1,0,13,0,270,0,18,8.4,0,20.15,3.5,5,47.7,47.7,49.5
16-Jul-05,0,20.6,0,10.3,0,6.8,3,0,1018.2,5.2,0,10,0,240,0,15,9.5,0,20.9,3.7,5.1,49.8,49.8,51.8
17-Jul-05,0,21.8,0,11.9,0,9.2,0,1,1011.9,6.8,0,14,0,250,0,19,7.4,0,21.6,3.5,4.9,50.7,50.7,52.8
18-Jul-05,0,18.5,0,13.3,0,11.7,0,1.4,1007.5,14.1,0,22,0,270,0,30,6,0,19.4,3.2,4.9,51,51,53.2
19-Jul-05,0,18.5,0,13,0,11.7,0,0.5,1014.7,13.4,0,22,0,270,0,30,5.1,0,18,3.1,4.8,52.2,52.2,54.5
20-Jul-05,0,19.8,0,15,0,13.9,0,0.9,1022,12.5,0,17,0,260,0,23,0.5,0,18.35,1.8,2.6,52.3,52.3,54.6
21-Jul-05,0,22.9,0,14.7,0,15.4,2,0,1023.2,8.9,0,14,0,270,0,17,6.9,0,21.125,3.3,4.6,54,54,56.4
22-Jul-05,0,21.1,0,14.2,0,13.1,0,5.5,1015.6,2.8,0,10,0,240,0,13,0.1,0,20.35,2,2.6,49.6,49.6,52
23-Jul-05,0,19.1,0,14.9,0,14.3,0,7.8,1004.3,7.9,0,14,0,70,0,20,0,0,18.775,1.7,2.4,42.7,42.7,45.2
24-Jul-05,0,19.6,0,13.2,0,14.9,0,5.7,1000,12,0,21,0,30,0,28,1.2,0,18.025,2.1,2.9,38.3,38.3,40.9
25-Jul-05,0,18.9,0,12.2,0,10.1,3,0,1006.8,7.3,0,12,0,350,0,18,0.8,0,18.125,2.7,3.6,40,40,42.7
26-Jul-05,0,19.7,0,9.2,0,8.9,0,0,1009.3,6.5,0,11,0,20,0,16,12.2,0,18.3,4.1,5.9,42.6,42.6,45.5
27-Jul-05,0,18.7,0,9.8,0,7.7,3,0,1007.6,4.5,0,8,0,320,0,15,0,0,17.15,2.2,2.9,44,44,46.9
28-Jul-05,0,18.8,0,9.6,0,8.3,3,0,1008.2,10.6,0,19,0,20,0,26,4,0,15.85,2.6,3.6,45.5,45.5,48.6
29-Jul-05,0,14.5,0,12,0,10.4,0,1.6,1011.3,8.1,0,12,0,330,0,19,0,0,15,1.3,1.7,44.7,44.7,47.8
30-Jul-05,0,16.7,0,12.4,0,12.7,0,0.2,1013.9,9.3,0,14,0,310,0,19,0,0,15.9,1.8,2.4,45.6,45.6,48.7
31-Jul-05,0,16.6,0,10.6,0,10.4,2,0,1015.7,6.1,0,12,0,300,0,16,0.9,0,16.45,2.2,3.1,46.9,46.9,50.1
01-Aug-05,0,19.8,0,7.5,0,3.3,3,0,1017.5,3.4,0,8,0,250,0,11,9.9,0,18.025,3.4,4.6,48.9,48.9,52.1
02-Aug-05,0,18.8,0,13.2,0,10.6,0,0.3,1017.3,9.7,0,17,0,270,0,23,2.9,0,17.725,2.5,3.4,50,50,53.3
03-Aug-05,0,19,0,12.7,0,11.1,0,1.2,1022.8,12.4,0,20,0,270,0,30,9.3,0,17.85,3.2,4.8,50.5,50.5,53.9
04-Aug-05,0,16.9,0,13.7,0,12.7,0,12,1019.8,9.4,0,17,0,240,0,25,0,0,16.425,1.3,2,39.2,39.2,42.6
05-Aug-05,0,19,0,12.8,0,11.4,2,0,1019.5,9.2,0,15,0,290,0,23,10.8,0,17.65,3.3,4.7,41.3,41.3,44.8
06-Aug-05,0,16.3,0,12.4,0,12.6,0,7.8,1020.6,5.7,0,11,0,120,0,15,0,0,16.55,1.5,2.1,34.5,34.5,38
07-Aug-05,0,20.7,0,12.2,0,11.1,3,0,1020,2.2,0,7,0,30,0,9,1.6,0,18.425,2.1,2.7,35.9,35.9,39.5
08-Aug-05,0,21.8,0,11.7,0,8,2,0,1019.9,4.1,0,8,0,120,0,10,3.2,0,18.325,2.5,3.3,37.6,37.6,41.3
09-Aug-05,0,23.4,0,15,0,12.8,3,0,1017.6,3.7,0,10,0,300,0,13,2.5,0,19.975,2.6,3.4,39.3,39.3,43.1
10-Aug-05,0,21.6,0,13.2,0,9,3,0,1017.1,4.9,0,10,0,200,0,15,9.9,0,20.075,3.3,4.5,41.5,41.5,45.4
11-Aug-05,0,19.9,0,12.3,0,7.4,2,0,1016.1,8.1,0,16,0,280,0,22,4.3,0,18.9,2.4,3.3,43,43,46.9
12-Aug-05,0,19.2,0,10.1,0,5.4,0,2.7,1015.6,5.5,0,11,0,240,0,15,2.1,0,17.95,2.3,3.2,41.7,41.7,45.7
13-Aug-05,0,18.7,0,14.5,0,13.1,0,2.2,1014.2,13.8,0,23,0,270,0,32,5,0,18.25,2.4,3.6,41,41,45
14-Aug-05,0,17.8,0,13.8,0,12.4,0,0,1021.7,7.7,0,13,0,290,0,18,0.2,0,17.1,2.1,2.8,42.3,42.3,46.4
15-Aug-05,0,19.7,0,10.9,0,6.7,2,0,1024.5,4.1,0,8,0,220,0,10,0,0,17.175,1.6,2.1,43.3,43.3,47.5
16-Aug-05,0,22.6,0,13.5,0,15,0,0,1019.7,6.1,0,12,0,170,0,17,7.2,0,18.625,3.3,4.5,45.4,45.4,49.5
17-Aug-05,0,21.5,0,13.1,0,10.6,0,11.2,1013.8,8.2,0,15,0,190,0,18,0.1,0,17.225,2.2,2.8,35.5,35.5,39.7
18-Aug-05,0,19.5,0,12.9,0,12.3,0,7.8,1014.6,7.1,0,18,0,280,0,25,5.9,0,17.75,2.5,3.4,29.3,29.3,33.6
19-Aug-05,0,18.5,0,10.5,0,9.4,0,0.2,1020.6,10,0,19,0,290,0,26,6.6,0,16.975,2.5,3.7,31,31,35.3
20-Aug-05,0,20.8,0,9.6,0,5.4,2,0,1024.1,4.5,0,13,0,240,0,17,6.4,0,17.175,2.6,3.6,32.9,32.9,37.3
21-Aug-05,0,20,0,13.8,0,15.8,0,6.1,1019.6,8.5,0,16,0,250,0,22,0,0,18.225,1.2,1.7,27.6,27.6,32
22-Aug-05,0,18.8,0,11.6,0,7.7,0,0.8,1019.4,8.3,0,14,0,270,0,20,11.5,0,17.55,3,4.2,29.1,29.1,33.6
23-Aug-05,0,19.1,0,13.2,0,10.5,0,2.6,1009.8,14.5,0,23,0,240,0,32,1,0,16.725,1.8,2.5,27.8,27.8,32.4
24-Aug-05,0,17.4,0,11.2,0,10,0,5.7,1000.2,12.6,0,21,0,190,0,32,8,0,16.575,2.2,3.5,23.7,23.7,28.4
25-Aug-05,0,16.4,0,10.2,0,7.2,0,5.3,1005,12,0,23,0,280,0,36,10.3,0,15.15,2.9,4.3,20.7,20.7,25.4
26-Aug-05,0,17.8,0,11.6,0,8.7,0,3.1,1010.3,10,0,21,0,230,0,27,3.6,0,15.375,2.5,3.5,19.6,19.6,24.4
27-Aug-05,0,19.7,0,10.4,0,6.7,2,0,1013.5,4.5,0,10,0,270,0,14,8.9,0,16.825,2.6,3.6,21.8,21.8,26.7
28-Aug-05,0,20.8,0,13.7,0,12.5,0,0.6,1013.8,11.8,0,19,0,220,0,26,0.2,0,17.15,1.8,2.5,22.6,22.6,27.6
29-Aug-05,0,19.7,0,11.9,0,12.9,0,1.6,1017.5,5.6,0,15,0,220,0,19,10.2,0,18.225,2.7,3.7,23.1,23.1,28.2
30-Aug-05,0,20.2,0,11.7,0,8.4,2,0,1016.2,7.5,0,16,0,180,0,21,1.5,0,17.125,1.9,2.6,24.7,24.7,29.8
31-Aug-05,0,17.8,0,11.8,0,12.3,0,0.2,1007.9,5.5,0,13,0,310,0,18,0.1,0,16.725,1.2,1.5,25.4,25.4,30.5
01-Sep-05,0,18.1,0,9,0,4.7,2,0,1013.2,5.9,0,13,0,240,0,18,8.1,0,15.925,2.4,3.3,27.2,27.2,32.4
02-Sep-05,0,20.8,0,11.3,0,9.4,2,0,1020,8.4,0,16,0,170,0,22,9.2,0,16.3,2.7,3.7,29.3,29.3,34.5
03-Sep-05,0,20.1,0,13.1,0,11.5,3,0,1018.6,10,0,18,0,140,0,25,1.9,0,16.075,2,2.7,30.7,30.7,36
04-Sep-05,0,21.2,0,11.1,0,15.8,0,3.2,1013,6.1,0,14,0,150,0,19,1.3,0,17.175,1.3,1.7,28.5,28.5,33.8
05-Sep-05,0,21.7,0,8.8,0,6.3,2,0,1009.3,3.6,0,9,0,130,0,12,9.8,0,16.825,2.4,3.2,30.2,30.2,35.6
06-Sep-05,0,21.6,0,10.6,0,8.3,0,0.1,1006.4,6.1,0,13,0,260,0,16,8.9,0,17.25,2.4,3.3,31.9,31.9,37.3
07-Sep-05,0,19.5,0,13.9,0,12.7,0,0.4,1004.1,11.1,0,21,0,250,0,28,0.9,0,16.925,1.6,2.3,32.6,32.6,38.1
08-Sep-05,0,18.7,0,13.6,0,12.4,0,5.6,1006.9,4.8,0,14,0,60,0,21,2.5,0,16.875,1.8,2.3,28.3,28.3,33.8
09-Sep-05,0,16.2,0,12.6,0,12,0,30.2,1006,11.5,0,19,0,40,0,25,0,0,15.625,0.9,1.3,0,-1.2,4.3
10-Sep-05,0,17.2,0,13.3,0,13.2,2,0,1012.2,8.5,0,14,0,30,0,23,0,0,15.825,1.2,1.5,1.2,1.2,5.4
11-Sep-05,0,18.9,0,9.9,0,7.3,3,0,1018,4.9,0,10,0,340,0,21,9.3,0,16.05,2.3,3.1,3.4,3.4,7.7
12-Sep-05,0,18.9,0,9.6,0,7.6,3,0,1019.8,5.3,0,10,0,200,0,14,4.7,0,15.625,1.8,2.4,5.1,5.1,9.4
13-Sep-05,0,21.2,0,14.7,0,12.8,0,1.1,1016.5,12.9,0,24,0,200,0,31,5.4,0,16.675,2.2,3.1,6.1,6.1,10.5
14-Sep-05,0,19.1,0,14.2,0,12.6,0,0.4,1018.3,5.6,0,13,0,270,0,18,3.4,0,17,1.6,2.2,7.2,7.2,11.8
15-Sep-05,0,17.6,0,9.1,0,15.8,0,2.7,1015.8,9.2,0,16,0,20,0,23,0.5,0,16.775,1.2,1.6,5.6,5.6,10.2
16-Sep-05,0,14.1,0,7,0,4,3,0,1024.2,6.4,0,17,0,30,0,23,4,0,13.875,1.8,2.4,7.3,7.3,12
17-Sep-05,0,15.3,0,4,1,-0.1,2,0,1027,5.1,0,14,0,290,0,19,4.7,0,13.075,1.6,2.3,8.8,8.8,13.5
18-Sep-05,0,17.7,0,11.7,0,7.6,2,0,1022.9,9.5,0,16,0,190,0,21,5.8,0,13.975,2.3,3.1,10.9,10.9,15.8
19-Sep-05,0,17.6,0,12.6,0,10.6,0,1.8,1018.4,10,0,18,0,160,0,23,1,0,14.3,1.1,1.5,10.1,10.1,15
20-Sep-05,0,17.7,0,11.6,0,7.4,3,0,1020.2,5.7,0,12,0,170,0,15,0.4,0,14.675,1.7,2.2,11.7,11.7,16.6
21-Sep-05,0,19.3,0,12.8,0,11.5,0,0.1,1014,12.1,0,20,0,190,0,27,0.5,0,15.025,1.5,2,12.9,12.9,17.9
22-Sep-05,0,20.5,0,13.7,0,14.6,0,2,1005.3,12.8,0,20,0,160,0,28,2.7,0,16.125,1.5,2.1,12.3,12.3,17.3
23-Sep-05,0,15.1,0,6.3,0,9.9,0,0.5,1009.1,12.2,0,23,0,300,0,35,6.9,0,14.725,1.5,2.3,13.1,13.1,18.2
24-Sep-05,0,15,0,6.1,0,0.4,0,4.9,1007.8,11.9,0,27,0,160,0,36,0,0,12.375,1.1,1.5,9.1,9.1,14.3
25-Sep-05,0,15.1,0,10.2,0,8.2,0,1.9,1005.1,10.8,0,21,0,280,0,31,4.9,0,13.4,1.4,2.1,8.5,8.5,13.7
26-Sep-05,0,18.1,0,10.4,0,7.9,0,6.4,1003.6,14.9,0,26,0,250,0,43,1.6,0,13.575,1.3,1.8,3.3,3.3,8.6
27-Sep-05,0,15,0,8.6,0,8.2,0,1.2,1008.8,13.4,0,26,0,260,0,40,8.2,0,13.1,1.8,2.6,3.9,3.9,9.2
28-Sep-05,0,14.8,0,8.6,0,5.6,0,9.5,1011,12.2,0,25,0,220,0,34,2.4,0,12.125,1.4,1.9,0,-4.3,1.1
29-Sep-05,0,16.8,0,9.9,0,6.5,0,4.9,1015.2,8.8,0,20,0,250,0,26,0,0,12.275,1,1.4,0,-3.9,-2.8
30-Sep-05,0,16.9,0,10.3,0,12.6,0,1.4,1010.5,14.2,0,24,0,250,0,31,2.6,0,14.125,1.3,1.8,0,-0.1,-2.8
01-Oct-05,0,13.7,0,9.3,0,7.5,0,3.1,1019,13.9,0,22,0,290,0,33,6.1,0,11.95,1.7,2.4,0,-1.4,-4
02-Oct-05,0,14.5,0,9.6,0,6.3,0,0,1028,6.7,0,14,0,280,0,17,0.3,0,12.075,1.3,1.7,1.3,1.3,-2.5
03-Oct-05,0,14,0,11,0,9.9,0,0,1028.7,6.7,0,11,0,160,0,14,0,0,12.65,1.3,1.6,2.6,2.6,-1.1
04-Oct-05,0,14.6,0,10.1,0,7.6,0,0,1026.6,7.5,0,12,0,160,0,17,0,0,12.4,1.4,1.7,3.9,3.9,0.3
05-Oct-05,0,14.1,0,11.8,0,10.6,2,0,1024.2,7.6,0,12,0,160,0,16,0,0,12.45,1.1,1.4,5,5,1.5
06-Oct-05,0,16.4,0,10.8,0,9.2,3,0,1018.5,10.7,0,18,0,170,0,24,2.5,0,12.7,1.5,2,6.5,6.5,3
07-Oct-05,0,17.1,0,11.3,0,7.8,0,1.6,1009.7,12.1,0,24,0,170,0,31,2.1,0,12.8,1.5,1.9,6.3,6.3,2.9
08-Oct-05,0,13.1,0,7.1,0,3.6,0,5.1,1010.5,8.4,0,20,0,260,0,31,6.7,0,12.35,1.1,1.6,2.2,2.2,-1.1
09-Oct-05,0,15,0,7,0,4.4,0,0,1008.2,15.1,0,25,0,200,0,36,0,0,11.125,1.5,2,3.7,3.7,0.4
10-Oct-05,0,17,0,8.1,0,10.7,0,16.4,1002.5,9.5,0,19,0,190,0,27,0.2,0,12.025,1.1,1.4,0,-10,-10
11-Oct-05,0,10.4,0,5.7,0,4,0,1.2,1006.8,4,0,9,0,350,0,17,0.3,0,10.875,0.6,0.9,0,-0.6,-10
12-Oct-05,0,12.3,0,3.3,1,-1.4,3,0,1011.7,5.4,0,11,0,320,0,16,0.6,0,9.7,0.9,1.1,0.9,0.9,-8.6
13-Oct-05,0,14,0,1,1,-2.8,3,0,1020.2,3,0,7,0,100,0,10,9.3,0,9.2,0.9,1.4,1.8,1.8,-7.3
14-Oct-05,0,15,0,4.2,1,-1.1,2,0,1021,8.2,0,16,0,140,0,22,4.1,0,9.55,0.7,1.1,2.5,2.5,-6.2
15-Oct-05,0,17.6,0,14.7,0,9.1,2,0,1016.7,13.8,0,23,0,140,0,33,3,0,13.225,1.5,1.9,4,4,-4.3
16-Oct-05,0,17.2,0,13.3,0,13.4,0,1.3,1014.2,8.8,0,16,0,130,0,20,0.5,0,13.85,1,1.3,3.7,3.7,-4.4
17-Oct-05,0,15.9,0,12.2,0,10.9,0,2.5,1011.5,9.6,0,15,0,110,0,28,0.2,0,13.275,0.9,1.1,2,2,-5.8
18-Oct-05,0,14.8,0,10.2,0,11.8,0,3.8,1006.3,9.6,0,16,0,100,0,24,1.1,0,12.95,0.7,1,0,-1.1,-8.6
19-Oct-05,0,12.7,0,8.7,0,5.9,3,0,1001.7,5.4,0,12,0,300,0,18,0,0,11.9,0.7,1,0.7,0.7,-7.4
20-Oct-05,0,14.2,0,7.8,0,5.2,0,7,993.7,9.6,0,17,0,90,0,30,5,0,11.1,1,1.4,0,-5.2,-10
21-Oct-05,0,13.2,0,10.4,0,9.6,0,4.6,988.8,7.2,0,17,0,100,0,25,0.1,0,11.875,0.7,0.9,0,-3.9,-10
22-Oct-05,0,14.4,0,8.8,0,5.4,0,0.3,999.5,3.2,0,9,0,260,0,13,4,0,12.2,0.7,1,0.4,0.4,-9.1
